OrderID,Price,Quantity,ProductID,CustomerID
O250,275,7,14-09-2017,I125,C1
O2500,297,9,01-08-2017,I81,C106
O2501,318,7,06-08-2017,I81,C187
O2502,333,4,12-08-2017,I81,C147
O2503,307,10,17-08-2017,I81,C24
O2504,307,5,19-08-2017,I120,C167
O2505,330,7,25-08-2017,I81,C61
O2506,352,4,28-08-2017,I81,C163
O2507,319,10,07-09-2017,I81,C48
O2508,357,6,09-09-2017,I120,C178
O2509,364,4,12-09-2017,I81,C118
O251,294,3,21-09-2017,I163,C73
O2510,359,7,17-09-2017,I120,C143
O2511,370,9,19-09-2017,I120,C24
O2512,358,1,22-09-2017,I120,C34
O2513,326,7,27-09-2017,I81,C45
O2514,336,7,01-10-2017,I81,C145
O2515,231,9,03-10-2017,I81,C53
O2516,347,8,10-10-2017,I120,C92
O2517,370,6,14-10-2017,I120,C189
O2518,356,1,20-10-2017,I120,C196
O2519,365,4,22-10-2017,I120,C33
O252,283,2,25-09-2017,I163,C115
O2520,352,6,25-10-2017,I81,C101
O2521,251,7,24-10-2017,I81,C97
O2522,376,6,03-11-2017,I81,C151
O2523,365,6,05-11-2017,I120,C87
O2524,364,9,07-11-2017,I120,C90
O2525,354,9,11-11-2017,I120,C10
O2526,394,5,17-11-2017,I81,C74
O2527,390,10,22-11-2017,I120,C198
O2528,396,5,26-11-2017,I120,C110
O2529,276,1,26-11-2017,I120,C158
O253,292,1,03-10-2017,I125,C199
O2530,374,9,07-12-2017,I81,C7
O2531,386,3,13-12-2017,I81,C59
O2532,416,2,19-12-2017,I81,C146
O2533,382,3,25-12-2017,I120,C6
O2534,253,8,03-01-2018,I81,C133
O2535,392,5,05-01-2018,I120,C32
O2536,393,2,09-01-2018,I81,C63
O2537,261,8,12-01-2018,I120,C110
O2538,424,9,18-01-2018,I120,C145
O2539,432,9,22-01-2018,I81,C163
O254,263,7,06-10-2017,I163,C194
O2540,429,1,27-01-2018,I120,C70
O2541,286,5,01-02-2018,I81,C46
O2542,439,5,07-02-2018,I81,C155
O2543,462,8,11-02-2018,I120,C35
O2544,324,2,14-02-2018,I120,C70
O2545,455,5,21-02-2018,I81,C186
O2546,427,2,23-02-2018,I120,C87
O2547,456,5,25-02-2018,I120,C45
O2548,421,9,03-03-2018,I81,C67
O2549,471,2,07-03-2018,I120,C159
O255,279,3,13-10-2017,I125,C133
O2550,422,10,11-03-2018,I120,C189
O2551,483,7,17-03-2018,I120,C136
O2552,425,4,21-03-2018,I120,C1
O2553,493,4,27-03-2018,I81,C64
O2554,478,1,01-04-2018,I81,C199
O2555,434,6,07-04-2018,I81,C126
O2556,455,7,14-04-2018,I120,C18
O2557,491,9,16-04-2018,I81,C132
O2558,474,3,18-04-2018,I120,C49
O2559,497,3,22-04-2018,I81,C42
O256,315,4,20-10-2017,I125,C73
O2560,457,5,27-04-2018,I81,C119
O2561,508,6,05-05-2018,I81,C162
O2562,498,3,07-05-2018,I120,C75
O2563,322,3,07-05-2018,I120,C196
O2564,533,5,16-05-2018,I81,C44
O2565,318,2,19-05-2018,I120,C59
O2566,476,1,24-05-2018,I120,C2
O2567,526,3,03-06-2018,I120,C144
O2568,529,4,08-06-2018,I81,C105
O2569,534,2,11-06-2018,I120,C4
O257,318,5,27-10-2017,I125,C55
O2570,482,4,15-06-2018,I81,C138
O2571,507,4,19-06-2018,I81,C4
O2572,504,3,22-06-2018,I81,C40
O2573,526,4,27-06-2018,I120,C114
O2574,550,1,01-07-2018,I120,C91
O2575,473,1,08-07-2018,I120,C198
O2576,531,10,14-07-2018,I120,C126
O2577,561,7,20-07-2018,I81,C17
O2578,499,4,22-07-2018,I120,C107
O2579,578,10,24-07-2018,I120,C7
O258,281,4,06-11-2017,I125,C44
O2580,495,10,28-07-2018,I120,C140
O2581,488,7,04-08-2018,I120,C22
O2582,487,8,06-08-2018,I120,C20
O2583,515,3,13-08-2018,I120,C115
O2584,506,3,19-08-2018,I120,C84
O2585,515,1,23-08-2018,I81,C46
O2586,552,8,26-08-2018,I81,C38
O2587,580,1,04-09-2018,I120,C105
O2588,507,5,11-09-2018,I81,C177
O2589,599,7,17-09-2018,I120,C115
O259,280,5,11-11-2017,I163,C111
O2590,572,5,23-09-2018,I120,C21
O2591,290,10,27-09-2018,I120,C79
O2592,551,6,03-10-2018,I81,C182
O2593,577,6,09-10-2018,I81,C28
O2594,591,5,13-10-2018,I120,C97
O2595,563,8,17-10-2018,I120,C28
O2596,317,9,19-10-2018,I81,C55
O2597,622,8,26-10-2018,I120,C115
O2598,554,7,03-11-2018,I81,C160
O2599,615,9,09-11-2018,I120,C167
O260,288,7,14-11-2017,I125,C8
O2600,428,10,10-11-2018,I120,C130
O2601,627,2,15-11-2018,I120,C145
O2602,618,8,22-11-2018,I120,C114
O2603,619,1,25-11-2018,I81,C138
O2604,603,10,04-12-2018,I81,C126
O2605,373,5,02-12-2018,I120,C122
O2606,600,10,07-12-2018,I81,C67
O2607,573,3,14-12-2018,I120,C188
O2608,611,4,20-12-2018,I120,C159
O2609,460,8,25-12-2018,I81,C165
O261,283,5,19-11-2017,I125,C174
O2610,665,6,03-01-2019,I120,C29
O2611,647,6,05-01-2019,I81,C177
O2612,668,7,07-01-2019,I81,C163
O2613,624,5,09-01-2019,I120,C72
O2614,627,10,16-01-2019,I120,C80
O2615,608,8,20-01-2019,I120,C48
O2616,627,3,27-01-2019,I81,C87
O2617,590,10,01-02-2019,I120,C99
O2618,589,3,05-02-2019,I120,C156
O2619,669,1,11-02-2019,I81,C45
O262,319,5,25-11-2017,I163,C63
O2620,606,4,16-02-2019,I120,C62
O2621,609,3,22-02-2019,I81,C135
O2622,686,2,27-02-2019,I120,C87
O2623,633,7,03-03-2019,I81,C99
O2624,621,8,05-03-2019,I81,C73
O2625,652,4,07-03-2019,I120,C88
O2626,636,6,10-03-2019,I120,C110
O2627,726,1,16-03-2019,I81,C19
O2628,671,9,23-03-2019,I120,C160
O2629,626,7,25-03-2019,I120,C2
O263,306,8,03-12-2017,I125,C151
O2630,689,5,01-04-2019,I120,C129
O2631,635,5,03-04-2019,I120,C53
O2632,722,9,07-04-2019,I120,C118
O2633,644,10,11-04-2019,I120,C167
O2634,457,5,10-04-2019,I120,C49
O2635,676,6,16-04-2019,I81,C102
O2636,740,1,22-04-2019,I81,C99
O2637,689,4,01-05-2019,I120,C3
O2638,622,2,08-05-2019,I81,C183
O2639,639,6,13-05-2019,I120,C186
O264,338,9,08-12-2017,I163,C177
O2640,668,6,18-05-2019,I81,C53
O2641,628,6,24-05-2019,I120,C123
O2642,745,6,01-06-2019,I120,C65
O2643,684,3,06-06-2019,I120,C121
O2644,418,7,07-06-2019,I120,C12
O2645,701,9,12-06-2019,I81,C168
O2646,393,10,15-06-2019,I81,C130
O2647,773,5,21-06-2019,I120,C107
O2648,518,10,23-06-2019,I81,C175
O2649,668,5,04-07-2019,I120,C156
O265,214,5,10-12-2017,I125,C156
O2650,399,7,08-07-2019,I120,C108
O2651,819,7,13-07-2019,I81,C179
O2652,737,1,18-07-2019,I120,C69
O2653,709,8,24-07-2019,I120,C169
O2654,800,3,26-07-2019,I81,C183
O2655,418,6,28-07-2019,I120,C105
O2656,721,2,05-08-2019,I81,C85
O2657,663,9,11-08-2019,I81,C14
O2658,791,1,17-08-2019,I81,C152
O2659,704,5,23-08-2019,I81,C86
O266,310,7,17-12-2017,I163,C109
O2660,804,5,25-08-2019,I120,C185
O2661,724,1,01-09-2019,I81,C39
O2662,710,1,07-09-2019,I120,C144
O2663,700,1,09-09-2019,I120,C149
O2664,757,7,16-09-2019,I81,C22
O2665,719,7,18-09-2019,I120,C192
O2666,547,9,20-09-2019,I81,C166
O2667,776,9,27-09-2019,I120,C115
O2668,831,2,05-10-2019,I81,C9
O2669,876,3,10-10-2019,I81,C113
O267,364,5,21-12-2017,I163,C16
O2670,762,10,15-10-2019,I120,C1
O2671,704,4,20-10-2019,I120,C100
O2672,796,4,22-10-2019,I81,C54
O2673,831,2,25-10-2019,I120,C5
O2674,741,2,03-11-2019,I81,C104
O2675,388,7,04-11-2019,I81,C179
O2676,721,6,11-11-2019,I120,C33
O2677,415,5,17-11-2019,I81,C183
O2678,893,10,21-11-2019,I120,C65
O2679,402,2,23-11-2019,I81,C80
O268,348,10,23-12-2017,I163,C99
O2680,758,10,03-12-2019,I81,C182
O2681,724,7,05-12-2019,I81,C196
O2682,827,7,09-12-2019,I120,C179
O2683,863,1,11-12-2019,I81,C63
O2684,826,6,13-12-2019,I81,C137
O2685,791,5,17-12-2019,I120,C136
O2686,754,3,23-12-2019,I120,C86
O2687,801,6,28-12-2019,I81,C88
O2688,904,10,07-01-2020,I81,C121
O2689,908,9,11-01-2020,I81,C73
O269,318,9,25-12-2017,I163,C37
O2690,766,6,18-01-2020,I120,C77
O2691,544,1,20-01-2020,I81,C106
O2692,782,10,27-01-2020,I81,C68
O2693,862,8,02-02-2020,I81,C163
O2694,795,5,05-02-2020,I81,C55
O2695,801,3,12-02-2020,I81,C39
O2696,764,6,17-02-2020,I120,C60
O2697,898,10,19-02-2020,I120,C20
O2698,950,6,25-02-2020,I81,C190
O2699,771,2,04-03-2020,I81,C195
O270,366,2,03-01-2018,I125,C124
O2700,937,9,09-03-2020,I120,C99
O2701,386,9,14-03-2020,I120,C82
O2702,814,4,21-03-2020,I81,C13
O2703,626,9,24-03-2020,I81,C120
O2704,227,3,01-01-2017,I11,C88
O2705,231,10,05-01-2017,I36,C4
O2706,233,8,08-01-2017,I11,C195
O2707,237,8,13-01-2017,I14,C117
O2708,241,2,15-01-2017,I14,C96
O2709,244,10,21-01-2017,I36,C108
O271,347,1,08-01-2018,I125,C89
O2710,248,3,23-01-2017,I36,C31
O2711,246,9,25-01-2017,I11,C93
O2712,257,5,03-02-2017,I36,C129
O2713,253,8,07-02-2017,I11,C84
O2714,259,7,11-02-2017,I11,C14
O2715,261,5,16-02-2017,I11,C155
O2716,249,9,17-02-2017,I36,C190
O2717,273,5,26-02-2017,I14,C45
O2718,256,5,28-02-2017,I14,C44
O2719,273,3,06-03-2017,I36,C182
O272,337,8,13-01-2018,I163,C38
O2720,290,10,13-03-2017,I11,C100
O2721,285,4,15-03-2017,I14,C139
O2722,282,4,17-03-2017,I36,C165
O2723,286,1,20-03-2017,I11,C53
O2724,260,10,19-03-2017,I11,C154
O2725,290,7,26-03-2017,I36,C40
O2726,305,8,28-03-2017,I36,C58
O2727,293,9,03-04-2017,I14,C44
O2728,295,2,05-04-2017,I11,C185
O2729,297,2,09-04-2017,I36,C176
O273,370,6,16-01-2018,I125,C109
O2730,314,1,15-04-2017,I14,C13
O2731,320,1,18-04-2017,I14,C61
O2732,319,4,22-04-2017,I14,C81
O2733,319,2,27-04-2017,I14,C44
O2734,322,8,05-05-2017,I36,C185
O2735,323,7,09-05-2017,I36,C154
O2736,343,9,12-05-2017,I11,C16
O2737,336,1,14-05-2017,I14,C26
O2738,324,7,17-05-2017,I36,C39
O2739,357,5,24-05-2017,I36,C100
O274,349,6,22-01-2018,I125,C45
O2740,358,3,02-06-2017,I11,C66
O2741,340,2,09-06-2017,I11,C69
O2742,359,3,15-06-2017,I14,C72
O2743,359,10,19-06-2017,I11,C21
O2744,370,3,23-06-2017,I36,C133
O2745,382,8,27-06-2017,I11,C61
O2746,371,4,01-07-2017,I36,C195
O2747,382,3,03-07-2017,I11,C17
O2748,365,1,08-07-2017,I11,C49
O2749,385,6,15-07-2017,I36,C100
O275,378,4,25-01-2018,I163,C23
O2750,399,7,19-07-2017,I11,C82
O2751,375,9,26-07-2017,I36,C193
O2752,416,2,05-08-2017,I11,C72
O2753,406,4,11-08-2017,I36,C140
O2754,424,1,13-08-2017,I14,C144
O2755,417,8,19-08-2017,I14,C23
O2756,398,6,25-08-2017,I14,C74
O2757,415,6,28-08-2017,I14,C24
O2758,419,4,02-09-2017,I14,C81
O2759,444,9,09-09-2017,I36,C17
O276,365,10,01-02-2018,I125,C174
O2760,433,4,14-09-2017,I14,C92
O2761,428,1,19-09-2017,I36,C24
O2762,417,7,21-09-2017,I11,C110
O2763,421,6,28-09-2017,I11,C158
O2764,434,1,05-10-2017,I11,C4
O2765,441,4,09-10-2017,I14,C97
O2766,434,9,16-10-2017,I36,C146
O2767,484,5,21-10-2017,I36,C32
O2768,306,3,27-10-2017,I11,C173
O2769,450,8,02-11-2017,I11,C96
O277,364,3,03-02-2018,I125,C126
O2770,484,8,04-11-2017,I14,C153
O2771,461,3,06-11-2017,I11,C17
O2772,454,6,08-11-2017,I36,C65
O2773,453,5,11-11-2017,I11,C25
O2774,509,6,18-11-2017,I14,C112
O2775,500,9,24-11-2017,I11,C39
O2776,519,2,26-11-2017,I11,C190
O2777,343,10,26-11-2017,I36,C129
O2778,474,6,06-12-2017,I14,C199
O2779,512,7,08-12-2017,I11,C61
O278,391,5,09-02-2018,I125,C157
O2780,523,8,15-12-2017,I11,C71
O2781,496,6,17-12-2017,I14,C103
O2782,534,2,24-12-2017,I11,C58
O2783,496,7,27-12-2017,I36,C108
O2784,541,2,06-01-2018,I36,C139
O2785,531,2,13-01-2018,I14,C81
O2786,497,3,18-01-2018,I36,C97
O2787,501,1,20-01-2018,I36,C193
O2788,521,5,27-01-2018,I14,C181
O2789,545,10,03-02-2018,I11,C178
O279,376,4,13-02-2018,I163,C152
O2790,523,3,07-02-2018,I14,C198
O2791,553,5,12-02-2018,I36,C177
O2792,582,7,14-02-2018,I11,C3
O2793,580,2,17-02-2018,I14,C171
O2794,547,10,24-02-2018,I14,C187
O2795,544,7,01-03-2018,I36,C174
O2796,529,9,07-03-2018,I14,C125
O2797,536,7,12-03-2018,I36,C187
O2798,538,4,17-03-2018,I36,C56
O2799,599,10,22-03-2018,I36,C148
O280,327,9,20-02-2018,I125,C36
O2800,574,6,01-04-2018,I36,C12
O2801,628,2,07-04-2018,I36,C177
O2802,631,2,09-04-2018,I11,C111
O2803,581,5,15-04-2018,I11,C138
O2804,558,10,17-04-2018,I14,C36
O2805,636,1,23-04-2018,I14,C25
O2806,617,5,01-05-2018,I14,C79
O2807,654,6,04-05-2018,I11,C19
O2808,654,8,11-05-2018,I36,C13
O2809,616,3,13-05-2018,I36,C139
O281,340,6,25-02-2018,I163,C188
O2810,597,6,15-05-2018,I11,C40
O2811,581,10,18-05-2018,I14,C6
O2812,360,8,20-05-2018,I11,C98
O2813,594,1,24-05-2018,I36,C22
O2814,603,8,02-06-2018,I11,C153
O2815,631,3,09-06-2018,I11,C47
O2816,609,5,11-06-2018,I14,C129
O2817,661,3,17-06-2018,I36,C189
O2818,655,2,21-06-2018,I36,C35
O2819,643,6,27-06-2018,I36,C19
O282,367,2,27-02-2018,I125,C168
O2820,697,9,05-07-2018,I11,C61
O2821,656,5,07-07-2018,I11,C26
O2822,638,6,13-07-2018,I11,C53
O2823,633,8,20-07-2018,I36,C193
O2824,451,8,25-07-2018,I14,C56
O2825,672,3,27-07-2018,I11,C186
O2826,657,2,06-08-2018,I36,C17
O2827,721,9,10-08-2018,I36,C21
O2828,702,6,17-08-2018,I36,C69
O2829,662,3,24-08-2018,I14,C135
O283,370,2,05-03-2018,I125,C179
O2830,694,10,03-09-2018,I11,C29
O2831,750,4,07-09-2018,I11,C17
O2832,761,8,12-09-2018,I36,C135
O2833,761,2,17-09-2018,I14,C29
O2834,688,9,21-09-2018,I14,C59
O2835,766,9,25-09-2018,I11,C71
O2836,676,3,04-10-2018,I11,C21
O2837,767,3,10-10-2018,I11,C143
O2838,695,5,14-10-2018,I14,C64
O2839,802,5,18-10-2018,I14,C36
O284,402,6,07-03-2018,I163,C108
O2840,739,1,24-10-2018,I11,C41
O2841,772,10,27-10-2018,I36,C86
O2842,449,5,02-11-2018,I11,C161
O2843,735,2,05-11-2018,I11,C180
O2844,789,4,11-11-2018,I36,C172
O2845,807,9,13-11-2018,I14,C188
O2846,801,5,17-11-2018,I36,C157
O2847,828,9,22-11-2018,I11,C114
O2848,832,6,01-12-2018,I36,C145
O2849,776,6,03-12-2018,I11,C186
O285,368,5,11-03-2018,I163,C65
O2850,769,4,08-12-2018,I36,C38
O2851,761,6,13-12-2018,I36,C4
O2852,532,3,11-12-2018,I14,C78
O2853,852,10,21-12-2018,I11,C78
O2854,865,9,28-12-2018,I36,C76
O2855,818,2,02-01-2019,I11,C100
O2856,743,2,06-01-2019,I14,C26
O2857,829,8,10-01-2019,I36,C166
O2858,807,10,12-01-2019,I14,C66
O2859,782,8,15-01-2019,I11,C159
O286,339,2,16-03-2018,I125,C150
O2860,863,2,17-01-2019,I36,C173
O2861,825,8,24-01-2019,I36,C34
O2862,818,3,01-02-2019,I11,C89
O2863,815,1,07-02-2019,I11,C78
O2864,836,1,13-02-2019,I36,C101
O2865,884,2,19-02-2019,I36,C36
O2866,821,9,24-02-2019,I14,C36
O2867,793,2,26-02-2019,I36,C117
O2868,865,3,28-02-2019,I11,C78
O2869,876,3,07-03-2019,I11,C200
O287,379,2,23-03-2018,I125,C116
O2870,816,3,14-03-2019,I36,C116
O2871,920,3,20-03-2019,I36,C121
O2872,863,9,27-03-2019,I14,C94
O2873,508,5,02-04-2019,I11,C90
O2874,914,2,06-04-2019,I36,C73
O2875,902,4,12-04-2019,I36,C120
O2876,810,3,16-04-2019,I14,C152
O2877,913,4,19-04-2019,I36,C135
O2878,548,8,20-04-2019,I36,C20
O2879,951,6,28-04-2019,I36,C180
O288,280,3,24-03-2018,I125,C95
O2880,973,6,04-05-2019,I11,C9
O2881,960,7,10-05-2019,I36,C116
O2882,512,10,14-05-2019,I14,C143
O2883,898,8,19-05-2019,I14,C168
O2884,863,5,25-05-2019,I11,C157
O2885,971,1,01-06-2019,I11,C29
O2886,846,3,04-06-2019,I11,C137
O2887,494,1,06-06-2019,I11,C127
O2888,984,3,10-06-2019,I36,C137
O2889,866,10,17-06-2019,I36,C111
O289,410,3,01-04-2018,I163,C34
O2890,859,3,20-06-2019,I14,C82
O2891,886,5,27-06-2019,I11,C68
O2892,1018,5,03-07-2019,I14,C11
O2893,937,9,07-07-2019,I14,C84
O2894,940,8,09-07-2019,I14,C113
O2895,955,2,16-07-2019,I11,C186
O2896,452,5,18-07-2019,I11,C28
O2897,1039,1,21-07-2019,I11,C105
O2898,1049,8,28-07-2019,I11,C95
O2899,961,2,04-08-2019,I14,C33
O290,366,10,08-04-2018,I125,C20
O2900,1028,2,11-08-2019,I14,C90
O2901,934,9,14-08-2019,I11,C45
O2902,1057,5,18-08-2019,I36,C174
O2903,926,4,25-08-2019,I14,C182
O2904,952,8,02-09-2019,I36,C148
O2905,910,7,07-09-2019,I11,C135
O2906,999,9,13-09-2019,I36,C17
O2907,1065,8,15-09-2019,I36,C144
O2908,1048,7,21-09-2019,I36,C6
O2909,1034,4,25-09-2019,I14,C156
O291,421,10,15-04-2018,I125,C49
O2910,1108,5,28-09-2019,I14,C140
O2911,957,9,03-10-2019,I36,C13
O2912,1076,1,07-10-2019,I36,C123
O2913,1079,4,10-10-2019,I11,C83
O2914,1120,9,13-10-2019,I36,C99
O2915,1027,1,15-10-2019,I11,C54
O2916,954,7,20-10-2019,I14,C1
O2917,1015,2,27-10-2019,I14,C178
O2918,999,6,06-11-2019,I11,C125
O2919,1147,8,13-11-2019,I36,C103
O292,364,5,17-04-2018,I163,C29
O2920,1034,9,15-11-2019,I11,C58
O2921,1076,10,19-11-2019,I14,C77
O2922,966,9,21-11-2019,I14,C186
O2923,1121,9,27-11-2019,I11,C155
O2924,997,8,02-12-2019,I11,C57
O2925,1108,4,07-12-2019,I14,C66
O2926,1145,2,09-12-2019,I36,C174
O2927,1039,10,13-12-2019,I36,C146
O2928,1160,5,16-12-2019,I11,C88
O2929,1016,9,23-12-2019,I11,C165
O293,423,7,19-04-2018,I163,C109
O2930,472,2,28-12-2019,I11,C78
O2931,1095,8,04-01-2020,I36,C142
O2932,1176,1,11-01-2020,I11,C73
O2933,1141,2,17-01-2020,I14,C174
O2934,476,2,21-01-2020,I36,C116
O2935,1037,8,24-01-2020,I11,C197
O2936,1036,3,26-01-2020,I36,C114
O2937,1112,10,05-02-2020,I11,C34
O2938,1066,3,07-02-2020,I14,C59
O2939,1073,7,13-02-2020,I14,C134
O294,396,3,26-04-2018,I163,C80
O2940,1099,6,17-02-2020,I36,C152
O2941,1209,5,23-02-2020,I11,C34
O2942,1069,7,02-03-2020,I14,C76
O2943,1234,1,07-03-2020,I14,C1
O2944,1143,9,12-03-2020,I36,C6
O2945,1157,3,17-03-2020,I36,C175
O2946,1093,6,21-03-2020,I14,C27
O2947,1094,8,23-03-2020,I36,C84
O2948,1232,9,27-03-2020,I14,C72
O2949,332,4,01-01-2017,I61,C122
O295,374,4,03-05-2018,I163,C12
O2950,339,9,08-01-2017,I148,C196
O2951,346,6,15-01-2017,I61,C128
O2952,345,2,19-01-2017,I148,C83
O2953,355,9,22-01-2017,I148,C96
O2954,354,5,26-01-2017,I61,C38
O2955,361,7,03-02-2017,I37,C109
O2956,367,7,08-02-2017,I61,C127
O2957,370,10,14-02-2017,I148,C161
O2958,374,10,20-02-2017,I37,C99
O2959,383,6,24-02-2017,I61,C96
O296,421,4,09-05-2018,I163,C12
O2960,389,7,27-02-2017,I61,C2
O2961,397,3,06-03-2017,I37,C38
O2962,398,4,08-03-2017,I148,C14
O2963,398,9,13-03-2017,I37,C162
O2964,398,6,15-03-2017,I61,C120
O2965,407,3,17-03-2017,I148,C110
O2966,408,7,21-03-2017,I61,C77
O2967,406,8,27-03-2017,I148,C179
O2968,427,4,03-04-2017,I148,C197
O2969,432,10,10-04-2017,I61,C73
O297,388,8,14-05-2018,I163,C91
O2970,430,5,17-04-2017,I61,C13
O2971,432,6,23-04-2017,I61,C95
O2972,444,1,28-04-2017,I37,C176
O2973,455,5,04-05-2017,I61,C121
O2974,447,9,07-05-2017,I148,C22
O2975,445,1,14-05-2017,I61,C20
O2976,476,8,21-05-2017,I148,C153
O2977,422,4,24-05-2017,I37,C132
O2978,475,9,05-06-2017,I61,C111
O2979,470,8,09-06-2017,I148,C48
O298,460,4,21-05-2018,I163,C106
O2980,476,8,15-06-2017,I37,C129
O2981,483,4,17-06-2017,I37,C10
O2982,490,1,23-06-2017,I148,C199
O2983,501,6,27-06-2017,I61,C75
O2984,507,3,05-07-2017,I148,C17
O2985,499,9,09-07-2017,I148,C97
O2986,521,6,11-07-2017,I61,C200
O2987,530,10,16-07-2017,I37,C95
O2988,509,7,23-07-2017,I148,C138
O2989,537,1,28-07-2017,I37,C144
O299,402,10,28-05-2018,I163,C174
O2990,514,3,03-08-2017,I37,C92
O2991,523,9,10-08-2017,I61,C139
O2992,439,9,12-08-2017,I37,C172
O2993,534,4,18-08-2017,I148,C98
O2994,547,2,25-08-2017,I61,C113
O2995,562,3,27-08-2017,I61,C180
O2996,537,1,04-09-2017,I37,C145
O2997,562,9,11-09-2017,I37,C107
O2998,568,8,14-09-2017,I148,C145
O2999,560,8,20-09-2017,I148,C23
O300,466,8,02-06-2018,I163,C120
O3000,572,7,22-09-2017,I61,C60
O3001,561,9,01-10-2017,I148,C177
O3002,598,4,05-10-2017,I37,C146
O3003,498,2,05-10-2017,I148,C169
O3004,614,8,09-10-2017,I37,C19
O3005,586,6,15-10-2017,I61,C84
O3006,617,9,20-10-2017,I148,C196
O3007,591,1,22-10-2017,I61,C63
O3008,603,8,01-11-2017,I61,C75
O3009,603,6,07-11-2017,I61,C48
O301,417,1,08-06-2018,I163,C139
O3010,644,2,14-11-2017,I37,C113
O3011,633,1,16-11-2017,I61,C60
O3012,628,10,22-11-2017,I61,C162
O3013,630,10,28-11-2017,I61,C172
O3014,659,2,06-12-2017,I37,C173
O3015,633,9,11-12-2017,I148,C112
O3016,678,9,14-12-2017,I37,C44
O3017,636,3,18-12-2017,I37,C159
O3018,558,5,19-12-2017,I148,C143
O3019,639,3,25-12-2017,I37,C67
O302,399,3,15-06-2018,I125,C143
O3020,663,1,27-12-2017,I148,C106
O3021,653,4,02-01-2018,I37,C92
O3022,686,2,08-01-2018,I61,C180
O3023,684,3,15-01-2018,I37,C18
O3024,692,2,19-01-2018,I37,C92
O3025,655,4,23-01-2018,I148,C27
O3026,663,10,28-01-2018,I37,C132
O3027,685,4,02-02-2018,I148,C14
O3028,670,4,07-02-2018,I37,C31
O3029,696,7,13-02-2018,I61,C136
O303,440,1,17-06-2018,I125,C69
O3030,692,4,20-02-2018,I148,C98
O3031,735,8,24-02-2018,I61,C172
O3032,743,5,02-03-2018,I61,C131
O3033,709,7,07-03-2018,I61,C86
O3034,719,10,14-03-2018,I37,C172
O3035,781,1,16-03-2018,I37,C121
O3036,714,2,19-03-2018,I37,C124
O3037,754,7,26-03-2018,I148,C182
O3038,752,10,03-04-2018,I61,C6
O3039,596,1,06-04-2018,I61,C88
O304,238,5,21-06-2018,I163,C71
O3040,742,7,13-04-2018,I61,C14
O3041,750,5,17-04-2018,I37,C4
O3042,757,2,21-04-2018,I37,C150
O3043,782,1,24-04-2018,I61,C34
O3044,781,6,26-04-2018,I37,C131
O3045,548,8,28-04-2018,I148,C129
O3046,804,8,03-05-2018,I148,C189
O3047,802,2,05-05-2018,I37,C146
O3048,809,6,11-05-2018,I61,C166
O3049,754,9,14-05-2018,I61,C159
O305,396,5,28-06-2018,I163,C61
O3050,828,10,21-05-2018,I37,C172
O3051,765,8,26-05-2018,I148,C109
O3052,791,8,28-05-2018,I37,C116
O3053,630,6,27-05-2018,I37,C168
O3054,849,10,05-06-2018,I37,C108
O3055,866,9,09-06-2018,I148,C7
O3056,838,1,15-06-2018,I61,C104
O3057,865,7,22-06-2018,I148,C29
O3058,586,7,23-06-2018,I37,C157
O3059,798,3,25-06-2018,I61,C61
O306,482,4,03-07-2018,I163,C151
O3060,884,3,28-06-2018,I61,C89
O3061,852,5,03-07-2018,I37,C30
O3062,818,5,09-07-2018,I61,C1
O3063,862,4,15-07-2018,I148,C172
O3064,854,1,22-07-2018,I148,C33
O3065,855,2,25-07-2018,I148,C34
O3066,820,8,04-08-2018,I37,C156
O3067,831,6,07-08-2018,I61,C33
O3068,890,5,14-08-2018,I148,C184
O3069,860,9,16-08-2018,I61,C45
O307,238,9,02-07-2018,I163,C102
O3070,633,10,13-08-2018,I61,C137
O3071,859,6,20-08-2018,I61,C86
O3072,908,1,23-08-2018,I148,C60
O3073,919,3,02-09-2018,I61,C195
O3074,930,9,08-09-2018,I37,C77
O3075,930,5,11-09-2018,I37,C35
O3076,857,10,14-09-2018,I37,C66
O3077,718,7,16-09-2018,I61,C59
O3078,939,8,23-09-2018,I37,C152
O3079,864,2,26-09-2018,I148,C2
O308,411,5,07-07-2018,I125,C3
O3080,914,8,28-09-2018,I148,C69
O3081,936,9,04-10-2018,I37,C78
O3082,881,2,06-10-2018,I37,C55
O3083,892,7,08-10-2018,I148,C34
O3084,965,2,15-10-2018,I61,C12
O3085,983,5,18-10-2018,I61,C150
O3086,1002,2,24-10-2018,I148,C194
O3087,917,3,28-10-2018,I148,C130
O3088,624,1,02-11-2018,I37,C21
O3089,938,10,09-11-2018,I61,C158
O309,467,3,14-07-2018,I125,C171
O3090,957,3,13-11-2018,I37,C130
O3091,940,10,19-11-2018,I148,C20
O3092,1013,4,22-11-2018,I148,C110
O3093,731,4,22-11-2018,I61,C102
O3094,961,8,26-11-2018,I148,C175
O3095,962,9,01-12-2018,I148,C72
O3096,966,9,04-12-2018,I61,C63
O3097,957,1,09-12-2018,I148,C122
O3098,950,6,14-12-2018,I37,C193
O3099,1048,6,17-12-2018,I61,C81
O310,469,5,19-07-2018,I163,C166
O3100,1054,7,22-12-2018,I61,C175
O3101,969,3,28-12-2018,I61,C165
O3102,946,4,03-01-2019,I148,C162
O3103,1048,1,06-01-2019,I37,C119
O3104,982,2,10-01-2019,I37,C179
